incident_summary,dupe_count,incident_number,state,district,block,village_name,other_areas,constituency,longitude,latitude,year,date,perpetrator,first_action,second_action,third_action,action_successful,first_target,second_target,first_civilian_target,second_civilian_target,total_fatalities,govt_official_fatalities,civilian_fatalities,security_fatalities,maoist_fatalities,other_armed_grp_fatalities,total_injuries,govt_official_injuries,civilian_injuries,security_injuries,maoist_injuries,non_maoist_armed_group_injuries,property_damage,value_property_damage,total_abducted,total_arrests,commander_arrests,cadre_arrests,sympathizer_arrests,unknown_arrests,total_surrenders,commander_surrenders,cadre_surrenders,sympathizer_surrenders,unknown_surrenders
"A 'deputy commander' of Bhopalpatnam Guerrilla Squad of the CPI-Maoist, identified as Ramesh, was killed in an encounter with the Police at Dampaya village in Bijapur District, Police said. Police also recovered a rifle and 25 live cartridges from the encounter site.",2,306061104,Chhattisgarh,Bijapur,NA,Dampaya,NA,Bijapur assembly constituency,18.524351,80.837227,2011,2011-06-06T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A 'deputy commander' of the CPI-Maoist, identified as Sunil, was killed in a gunfight with Security Forces near Pandapada village in Keonjhar District. Sunil was the second in command of the Kalinga Nagar division of the CPI-Maoist. A revolver, a locally made gun, some detonators and other camp articles were seized from the site. No causality or injury has been reported from the Police side.",2,1407011101,Odisha,Kendujhar,Ghatgaon,Pandapada,NA,Ghasipura,21.466,85.6964,2011,2011-07-01T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A 'deputy commander' of the CPI-Maoist, identified as Sunil, was killed in a gunfight with Security Forces near Pandapada village in Keonjhar District. Sunil was the second in command of the Kalinga Nagar division of the CPI-Maoist. A revolver, a locally made gun, some detonators and other camp articles were seized from the site. No causality or injury has been reported from the Police side.",2,1407011102,Odisha,Kendujhar,Ghatgaon,Pandapada,NA,Ghasipura,21.466,85.6964,2011,2011-07-01T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A 'sub-zonal commander' of the JPC, a CPI-Maoist splinter group, and three of his aides were arrested from a Chatra village in Hazaribagh District of Jharkhand. Hazaribagh Police said Purushottam alias Basant Ganjhu and three of his associates ""had created a reign of terror in Katkumdag block under Pelawal Police Station by setting ablaze an IOC outlet on November 4 allegedly for non-payment of levies and also damaged an SBI ATM.",2,811041401,Jharkhand,Hazaribagh,NA,Chatra,NA,NA,NA,NA,2014,2014-11-04T00:00:00Z,Maoist,Facility/Infrastructure Attack,None,None,Yes,Government Infrastructure,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,Yes,"Set ablaze an IOC outlet, damaged an SBI ATM",0,0,0,0,0,0,0,0,0,0,0
"A 'sub-zonal commander' of the JPC, a CPI-Maoist splinter group, and three of his aides were arrested from a Chatra village in Hazaribagh District of Jharkhand. Hazaribagh Police said Purushottam alias Basant Ganjhu and three of his associates ""had created a reign of terror in Katkumdag block under Pelawal Police Station by setting ablaze an IOC outlet on November 4 allegedly for non-payment of levies and also damaged an SBI ATM.",2,811151401,Jharkhand,Hazaribagh,NA,Chatra,NA,NA,NA,NA,2014,2014-11-15T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,4,1,3,0,0,0,0,0,0,0
"A 17-year-old member of Maoist leader Bikash’s squad was killed in a gun battle with the SFs at Bakshibandh forest in West Midnapore District. However, Maoist leader Bikash, along with 12 members of his squad, managed to escape. Police also recovered a cache of arms - two .303 rifles, one carbine, one SBGL gun and 30 rounds of cartridges.",2,2108241001,West Bengal,West Midnapore,NA,NA,Bakshibandh forest,NA,NA,NA,2010,2010-08-24T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A 17-year-old member of Maoist leader Bikash’s squad was killed in a gun battle with the SFs at Bakshibandh forest in West Midnapore District. However, Maoist leader Bikash, along with 12 members of his squad, managed to escape. Police also recovered a cache of arms - two .303 rifles, one carbine, one SBGL gun and 30 rounds of cartridges.",2,2108241002,West Bengal,West Midnapore,NA,NA,Bakshibandh forest,NA,NA,NA,2010,2010-08-24T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A 312 bore gun, a 12 bore gun, live cartridges of 12 bore gun, detonators, wire, a camera flash, a walkie-talkie and commodities of daily use were recovered from the Maoists following an encounter in forests of Rengabeda village under Dhaudai Police Station in Narayanpur District of Chhattisgarh.",2,305111402,Chhattisgarh,Narayanpur,NA,Rengabeda,Dhaudai,Narayanpur assembly constituency,19.652161,81.352318,2014,2014-05-11T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A 312 bore gun, a 12 bore gun, live cartridges of 12 bore gun, detonators, wire, a camera flash, a walkie-talkie and commodities of daily use were recovered from the Maoists following an encounter in forests of Rengabeda village under Dhaudai Police Station in Narayanpur District of Chhattisgarh.",2,305111403,Chhattisgarh,Narayanpur,NA,Rengabeda,Dhaudai,Narayanpur assembly constituency,19.652161,81.352318,2014,2014-05-11T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A 40 kilograms cylinder bomb, four landmines and other explosives were recovered by the SFs in Chatra District. The bomb was planted on the roadside to target vehicles of the SFs, while the landmines, 90 meter wire, and four detonators were found during an anti-Maoist operation of the State Police and CRPF in Kothari forest under Lawalong Police Station.",2,801271102,Jharkhand,Chatra,Lawalong,NA,"Kothari forest, Lawalong",Simaria,24.154944444444443,84.65747222222222,2011,2011-01-27T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A 40 kilograms cylinder bomb, four landmines and other explosives were recovered by the SFs in Chatra District. The bomb was planted on the roadside to target vehicles of the SFs, while the landmines, 90 meter wire, and four detonators were found during an anti-Maoist operation of the State Police and CRPF in Kothari forest under Lawalong Police Station.",2,801271101,Jharkhand,Chatra,NA,NA,NA,NA,NA,NA,2011,2011-01-27T00:00:00Z,Maoist,Bombing,None,None,No,Security,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist 'zonal commander' of Santhal Parganas, including his wife Panmuni Murmu and Panchanan Mandal were arrested at Kathijoria village under Muffasil PS in Dumka District of Jharkhand. After his arrest, Rai guided the Police to neighbouring Jamtara District where three other Maoists were arrested.",2,802151302,Jharkhand,Dumka,Dumka,Kathijoria,NA,Sikaripara,24.229499999999998,87.33319444444444,2013,2013-02-15T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,3,1,2,0,0,0,0,0,0,0
"A CPI-Maoist 'zonal commander' of Santhal Parganas, including his wife Panmuni Murmu and Panchanan Mandal were arrested at Kathijoria village under Muffasil PS in Dumka District of Jharkhand. After his arrest, Rai guided the Police to neighbouring Jamtara District where three other Maoists were arrested.",2,802151303,Jharkhand,Jamtara,NA,NA,NA,NA,NA,NA,2013,2013-02-15T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,3,0,3,0,0,0,0,0,0,0
"A CPI-Maoist 'zonal commander' was lynched by villagers near Rongo Village under Manoharpur Police Station in West Singhbhum District of Jharkhand. SP Michael Raj S said the lynched Maoist, identified as Johnson Ganju, was a resident of Hazaribagh but had been operating in Saranda forest of the District for long. Ganju allegedly went to meet his lady love in Rongo village when the villagers, angry with his extortion and other misdeeds, surrounded him and beat him to death with stones and bows and arrow, he said. A country-made pistol, two live cartridges, one empty cartridge and three mobile phones were recovered from his possession.",2,804031501,Jharkhand,West Singhbhum,Manoharpur,Rongo,Manoharpur Police Station,Manoharpur,23.046833333333336,85.348,2015,2015-04-03T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Maoist,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist 'zonal commander' was lynched by villagers near Rongo Village under Manoharpur Police Station in West Singhbhum District of Jharkhand. SP Michael Raj S said the lynched Maoist, identified as Johnson Ganju, was a resident of Hazaribagh but had been operating in Saranda forest of the District for long. Ganju allegedly went to meet his lady love in Rongo village when the villagers, angry with his extortion and other misdeeds, surrounded him and beat him to death with stones and bows and arrow, he said. A country-made pistol, two live cartridges, one empty cartridge and three mobile phones were recovered from his possession.",2,804031502,Jharkhand,West Singhbhum,Manoharpur,Rongo,Manoharpur Police Station,Manoharpur,23.046833333333336,85.348,2015,2015-04-03T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist 'zonal commander', identified as Mukhlal alias Mochhu alias Bhagat, carrying a cash prize of INR 500,000 on his head, was arrested from Jumla village under Silli Police Station limits in Ranchi District of Jharkhand. Jharkhand Police launched a joint operation with CRPF after they got information about Mukhlal, and another 'zonal commander', Gautam Dhara Ram Mohan, and 20 other rebels meeting at Jumla in Silli Police Station area. Police said Mohan and other rebels escaped after a short exchange of fire while Bhagat was arrested and some arms were recovered from his possession. However, a source in the Police department said some senior officers were not convinced with the identity of the Maoist. ""The man is being interrogated. In such cases we cross check the identity before making any announcement,"" said a Police officer who requested anonymity.",2,810111401,Jharkhand,Ranchi,Silli,Jumla,NA,Silli,23.428083333333333,85.73391666666667,2014,2014-10-11T00:00:00Z,Security,Arrest,Armed Assault,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,1,0,0,0,0,0,0,0,0
"A CPI-Maoist 'zonal commander', identified as Mukhlal alias Mochhu alias Bhagat, carrying a cash prize of INR 500,000 on his head, was arrested from Jumla village under Silli Police Station limits in Ranchi District of Jharkhand. Jharkhand Police launched a joint operation with CRPF after they got information about Mukhlal, and another 'zonal commander', Gautam Dhara Ram Mohan, and 20 other rebels meeting at Jumla in Silli Police Station area. Police said Mohan and other rebels escaped after a short exchange of fire while Bhagat was arrested and some arms were recovered from his possession. However, a source in the Police department said some senior officers were not convinced with the identity of the Maoist. ""The man is being interrogated. In such cases we cross check the identity before making any announcement,"" said a Police officer who requested anonymity.",2,810111402,Jharkhand,Ranchi,Silli,Jumla,NA,Silli,23.428083333333333,85.73391666666667,2014,2014-10-11T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
A CPI-Maoist cadre was injured and arrested during an exchange of fire between SFs and Maoists in the Kalyansinghpur Police Station area of Rayagada District.,2,1406111301,Odisha,Rayagada,NA,NA,Kalyansinghpur area,Bissam Cuttack assembly constituency,19.509061813,83.3081,2013,2013-06-11T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,1,0,0,0,1,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
A CPI-Maoist cadre was injured and arrested during an exchange of fire between SFs and Maoists in the Kalyansinghpur Police Station area of Rayagada District.,2,1406111302,Odisha,Rayagada,NA,NA,Kalyansinghpur area,Bissam Cuttack assembly constituency,19.509061813,83.3081,2013,2013-06-11T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"A CPI-Maoist cadre was killed during an exchange of fire with SFs in the jungles of Sargipal in Bastar District of Chhattisgarh. After the gun battle, the body of a Maoist, yet to be identified, was recovered. A 303 rifle, live ammunition, Tiffin bomb, wire, pipe bomb, medicines and daily use items were also recovered.",2,304051501,Chhattisgarh,Bastar,NA,Sargipal,NA,Keshkal assembly constituency,20.02714,81.794029,2015,2015-04-05T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist cadre was killed during an exchange of fire with SFs in the jungles of Sargipal in Bastar District of Chhattisgarh. After the gun battle, the body of a Maoist, yet to be identified, was recovered. A 303 rifle, live ammunition, Tiffin bomb, wire, pipe bomb, medicines and daily use items were also recovered.",2,304051502,Chhattisgarh,Bastar,NA,Sargipal,NA,Keshkal assembly constituency,20.02714,81.794029,2015,2015-04-05T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist cadre was reportedly injured in an exchange of fire with the Police about 7 km away from Pembi village in Khanapur mandal under Pembi Police Station limits in Adilabad District. According to sources, the Police managed to injure one of the two armed motorcycle-borne Maoists, assumed to be Chunchu Bakkanna, a surrendered cadre who reneged about one year ago.",2,1811181501,Telangana,Adilabad,Khanapur,Pembi,NA,Khanapur,19.1945,78.6385,2015,2015-11-18T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,1,0,0,0,1,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist cadre was reportedly injured in an exchange of fire with the Police about 7 km away from Pembi village in Khanapur mandal under Pembi Police Station limits in Adilabad District. According to sources, the Police managed to injure one of the two armed motorcycle-borne Maoists, assumed to be Chunchu Bakkanna, a surrendered cadre who reneged about one year ago.",2,1811181502,Telangana,Khammam,Charla,NA,NA,Bhadrachalam,18.0725,80.8267,2015,2015-11-18T00:00:00Z,Maoist,Hijacking/Kidnapping,None,None,Yes,Government Officials,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,6,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist cadre, identified as Chunaram Tudu alias Chatu, was arrested from the forests along the West Bengal-Jharkhand borders at Jhargram of West Midnapore District. In another raid at Labh Kush jungle at Jhargram, the District Police seized a single barrel gun and 18 kilogram of explosives.",2,2107281301,West Bengal,West Midnapore,Jhargram,NA,Jhagram area;Lab-kush area,Jhargram,22.58422222222222,86.91941666666668,2013,2013-07-28T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"A CPI-Maoist cadre, identified as Chunaram Tudu alias Chatu, was arrested from the forests along the West Bengal-Jharkhand borders at Jhargram of West Midnapore District. In another raid at Labh Kush jungle at Jhargram, the District Police seized a single barrel gun and 18 kilogram of explosives.",2,2107281302,West Bengal,West Midnapore,Jhargram,NA,Jhagram area;Lab-kush area,Jhargram,22.58422222222222,86.91941666666668,2013,2013-07-28T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist cadre, identified as Dodi Soma, was killed during in an encounter between the SF personnel and Maoists in the forest of Gaganpalli and Murkumpar forests in Bijapur District. The body of Soma along with three crude bombs, three detonators, wire and Naxal uniform were recovered from the site.",2,308291401,Chhattisgarh,Bijapur,NA,NA,Gaganpalli and Murkumpar forests,Konta assembly constituency,17.945263,81.413078,2014,2014-08-29T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist cadre, identified as Dodi Soma, was killed during in an encounter between the SF personnel and Maoists in the forest of Gaganpalli and Murkumpar forests in Bijapur District. The body of Soma along with three crude bombs, three detonators, wire and Naxal uniform were recovered from the site.",2,308291402,Chhattisgarh,Bijapur,NA,NA,Gaganpalli and Murkumpar forests,Konta assembly constituency,17.945263,81.413078,2014,2014-08-29T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist cadre, identified as Joru, was killed during an encounter with SFs in Ghatsila Sub-Division of East Singhbhum District. A Police officer who is the bodyguard of ASP was also injured. A pistol and five live cartridges were recovered from his possession.",2,801181501,Jharkhand,East Singhbhum,Ghatshila,NA,Ghatsila Sub-Division,Ghatshila,22.586416666666665,86.473,2015,2015-01-18T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,2,0,0,1,1,0,1,0,0,1,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
