property_damage,value_property_damage,incident_summary
0,NA,"The Andhra Pradesh Police found a large arms dump belonging to the CPI-Maoist from the Nallamalla forest. The arms and explosives recovered include more than 270 rockets and launchers with equipments to assemble another 100 rockets, grenades and launchers, 112 rocket pipes, which are basic components of rockets, and 101 empty war heads. The dump also had a large number of smaller parts like rocket propeller nuts, propeller caps and fins. In addition the dump contained 47 anti-personnel claymore mines, mine springs and spare parts used for pressure mines. It also had one double barrel gun, a country made pistol, 380 grenade strikers, 360 detonator caps, 0.30 rifle ammunition, as well as walkie-talkies and camera flashes."
0,NA,"Four suspected CPI-Maoist cadres killed a former coal mine worker identified as Pittala Sankaraiah, at his home in the Kanagarthi village of Peddapalli mandal in the Karimnagar District. The son of the slain person had also been killed by the Maoists on suspicion of the former being a Police informer."
0,NA,Five Land mines were recovered by the Visakhapatnam District Police at Balapam village.
0,NA,Four leaders of the CPI-Maoist were arrested in near Jaggaram village in Thatilanka reserve forest of Bhadrachalam division in Khammam District.
0,NA,"Two civilians were injured in the crossfire between a Police team and the CPI-Maoist cadres in of Allubaka and Thippapuram forest area in Khammam District. The exchange of fire took place when a Police team combing the forest areas came under fire from Maoists at around 2 AM to 2:30 AM, which was retaliated by the Police team."
1,Set ablaze equipment,The Maoists set ablaze equipment in the BSNL telephone exchange at G. Madugula in Viskhapatnam District late in the evening. A group of five Maoists of the Korukonda area committee entered the exchange and poured petrol on the panel board and other equipment and set them on fire.
0,NA,Naxalites belonging to the Penna Ahobilam Area Dalam shot dead a TDP activist Venkatramudu at Jarutla Rampuram village in the Anantapur District branding him as a Police informer.
0,NA,A former Naxalite is shot dead by the Maoists at Indupriyal village in the Medak District.
0,NA,An Assistant Sub-Inspector of Police was seriously injured in a landmine blast triggered by the CPI-Maoist cadres at Singamkota village of Y Ramavaram mandal in the East Godavari District.
0,NA,Three suspected CPI-Maoist cadres shot dead a Police constable of the Balanagar Police station on the Hyderabad-Bangalore National Highway No. 7 in Mahabubnagar Distri
0,NA,"Police neutralised an armed gang of former naxalites, named Telangana Jagarana Sena (TJS) in Sircilla sub-division in the Karimnagar District. Seven TJS cadres were arrested and two 9 mm pistols and 16 rounds of ammunition, one air pistol, two dummy pistols, five soap bombs and pellets used in the air-pistols were recovered from their possession."
0,NA,"Cadres of the CPI-Maoist shot dead a grocery shop owner, identified as Shaik Khaja, at his shop under Venkatapuram Police Station in Khammam District"
0,NA,"A CPI-Maoist leader, Tupakula Ramanjaneyamma alias Santhi, a leader of the AOB carrying a head money of INR 500,000, was arrested near Kondramutla village in Ipur mandal in Guntur District."
0,NA,"CPI-Maoist cadres shot dead two minor children, alleging that they acted as 'coverts' at Pedda Bommalapuram village of Dornala mandal in the Prakasam District."
0,NA,"Two cadres of the CPI-Maoist, including a woman, suspected to be members of Sukhdev dalam (squad), were killed in an encounter with Police"
0,NA,Six cadres of the CPI-Maoist surrendered before the ASP Tafseer Iqbal due to ill health and other personal reasons at Narsipatnam in Visakhapatnam District.
0,NA,"A LWE, Grandhi Vikanna, was shot at by his comrades over a dispute on sharing of booty in the forests near Nagarjunasagar reservoir in Guntur District. He was rushed to nearby Government hospital in a serious condition."
0,NA,Six cadres of the CPI-Maoist were arrested in Charla mandal of Khammam District. The six cadres of Bhoomkal militia group were arrested during combing operations by the SFs in the forests of Charla.
1,Blew up a culvert,"CPI-Maoist cadres blew up a culvert in GK Veedhi mandal in Visakhapatnam District, protesting against the Government's move to permit bauxite mining in the Agency."
1,Felled trees and placed them across the road,"Another group of Maoists felled trees near Lothugedda junction and placed them across the road in Visakha Agency in the District. The Maoists put up many banners on the road demanding the Central and State Tribal Welfare Ministers, who represent the Agency, to come out with a clear statement that bauxite mining would not be taken up in the Agency."
0,NA,"A group of ten Naxalites of the Janashakthi group shot dead a former Naxalite, Ganti Devaiah, at Konaraopeta in the Karimnagar District after branding him a Police informer."
0,NA,"A former Naxalite, Pappula Mallesh, is shot dead by unidentified persons at Sarvail in the Nalgonda District."
0,NA,"Suspected Communist Party of India-Maoist (CPI-Maoist) cadres killed a civilian, identified as Koothudi Venkata Rao, of Jakaravalasa at D. Thadivalasa, a hamlet under Kurukutti panchayat (local self government institution) in Salur Agency of Vizianagaram District"
0,NA,A Police constable was killed and two others were injured when CPI-Maoist cadres opened fire on a combing party after setting off an explosive near Nelajartha village in the Visakhapatnam District.
0,NA,"Police arrested three suspects, identified as Kumara Swamy alias Kumar, S. Chiranjeevi and S Suresh, and recovered a cache of explosive, including 200 gelatine sticks, 200 detonators and 75 bags of ammonium nitrate, from their possession at Manikyapur village of Vangara Police Station in the Karimnagar District."
0,NA,"Police arrested Sudarshan alias Srinivas, a top ranking CPI-Maoist leader, after a day-long search from an undisclosed location near Wyra town in Khammam District."
0,NA,"Eight CPI-Maoist cadres, including its Rachakonda area committee commander, were arrested as Police foiled a secret meeting of the Maoists during a search operation in the reserve forest area near Venkatapuram in the Thurkapally mandal of Nalgonda District. The arrested area committee commander was identified as T. Yadaiah alias Kranthi and other Maoist cadres were identified as B. Anuradha alias Jyothi, U. Vijay alias Nagesh, B. Balaiah, V Bikshamaiah, B Veeraiah, B Santosh, and Shaik Baba. Police also recovered some weapons and ammunition from the arrested extremists."
1,railway signal system damaged,"CPI-Maoist cadres triggered a bomb blast at the Gumada Railway station in the Vizianagaram District. A group of seven Maoists, including three women, planted gelatin sticks at the station after forcing the railway staff on night duty to come out from the station."
0,NA,"Konapuri Ilaiah alias Sambashivudu, a former top ranking Naxalite and presently a politburo member of TRS was killed by unidentified persons in Nalgonda District while he was returning to Hyderabad from Nalgonda District along with his supporters in car after attending programme in support of a separate Telangana State. He along with his supporters was waylaid and attacked near Gokaram village in Velgonda mandal."
0,NA,"The Police arrested two CPI-Maoist cadres, identified as Gollari Kondababu of Gadapari village and Lake Mohana Rao of Nallabilli, from an unspecified place under GK Veedhi mandal in Visakhapatnam District."
0,NA,The Wyra Police of Khammam District announced the arrest of Orissa-based CPI-Maoist 'commander' Vimala alias Navya alias Kumari.
0,NA,"Two Maoists were killed in an encounter with the Police in the Nalgonda District. A Police party was combing areas near Noothankal, on a tip-off that some extremists were forcibly collecting money from building contractors, when the exchange of fire occurred near Mukundapur village."
0,NA,"A member of Galikonda area committee of CPI-Maoist, identified as M. Bhaskara Rao and four militia members were arrested by G.K. Veedhi Police in Visakhapatnam District."
0,NA,"A left-wing extremist of the Adivasi Liberation Tigers, Tholem Papa Rao alias Nuthan, was killed in an exchange of fire with the Police at Elukurthy village in the Warangal District."
0,NA,"Two militia members of the CPI-Maoist, identified as Pangi Ramesh and Vanthala Kameswara Rao, were arrested by G. Madugula Police of Vishakhapatnam District of Andhra Pradesh."
0,NA,"A Police constable, Shankar Naik is killed and two other constables are injured when suspected CPI-Maoist cadres attacked the Achampet Police station in Mahabubnagar District."
1,a portion of the Panchayati Raj department’s deputy executive engineer office,A group of CPI-Maoist cadres blasted a portion of the Panchayati Raj department’s deputy executive engineer office at Eturunagaram village in the Warangal District.
0,NA,"Satyam Rao (47), a suspected Naxal (Left Wing Extremist), was arrested by Special Investigation Team (SIT) from Tangutur taluka in Nalgonda District"
0,NA,"Two CPI-Maoist cadres kill the father of a surrendered Naxalite, Dadi Sattireddy, at Palivela village in the Nalgonda District."
0,NA,"Two senior CPI-Maoist cadres, including a woman, are killed during an encounter with the Police on the outskirts of Achampet in the Mahabubnagar District."
0,NA,"The Gurazala Police arrested three LWEs, identified as Mohan alias Prakash, Jathavatu Krishna Naik and Challa Ramalingeswara Rao, belonging to the CPI-ML-Janashakti, from a place in Karampudi mandal in Guntur District. The Police recovered a tapancha and a live cartridge from their possession."
0,NA,Seven militia members of the CPI-Maoist were arrested by the Police near Paridhi panchayat in Pedabayalu mandal of Visakhapatnam District of Andhra Pradesh.
0,NA,"Two suspected CPI-ML Janashakthi cadres kill a former Naxalite, Peddolla Mallaiah, of Mallupalli village in the Medak District, branding him a Police informer."
0,NA,"Soyam Ansu Bai alias Godavari alias Deepa, deputy commander of the Jimmalgatta dalam of the CPI-Maoist in the Gadchiroli District of Maharashtra, surrendered to the Adilabad District Police. The extremist who belonged to the Gangannapet village of Kadem mandal carried a reward of INR 100,000 from Maharashtra government and INR 50,000 from Andhra Pradesh government."
0,NA,"A former LWE belonging to the CPI-ML Praja Pratighatana was arrested by the Police in Palvancha in Khammam District. According to the Police, the former CPI-ML Praja Pratighatana dalam ‘commander’, Vajjala Babu alias Ramanna (35), reportedly made an extortion call to the secretary of a Palvancha-based educational institution identifying himself as an ‘underground ultra' and demanded INR 100, 000. Giving the details of the arrest at a press conference, Kothagudem DSP Devadas Nagul said that Babu was involved in five cases of murder, including the killing of Vikram, a Naxalite, at Mucherla in 2009. He had been indulging in extortion attempts ever since he surrendered to the Police in 2001."
